customer_id,company_name,parent_company_name,store_count,location_type,customer_type,segment,industry,region,state,city,credit_tier,annual_revenue,sales_rep_id,is_active,created_date,is_chain,is_retail,is_end_consumer
CUST-0003,Grainger - Oakland,Grainger,12,branch,reseller,OEM,automotive,Midwest,OH,Franklin,A,33187221.06,REP-014,true,2019-02-18,true,false,false
CUST-0057,Applied Industrial - Arlington,Applied Industrial,7,branch,reseller,contractor,energy,South,FL,Clinton,B,4472467.62,REP-014,true,2018-01-31,true,false,false
CUST-0061,Motion Industries - Hudson,Motion Industries,9,branch,reseller,contractor,energy,West,WA,Springfield,B,5963939.51,REP-023,true,2019-01-26,true,false,false
CUST-0091,The Home Depot - Chester,The Home Depot,18,branch,retail,retail,retail,Northeast,PA,Riverside,B,4704967.26,REP-019,true,2020-01-15,true,true,false
CUST-0092,The Home Depot - Springfield,The Home Depot,18,branch,retail,retail,retail,South,TN,Chester,D,12768472.18,REP-013,false,2019-08-28,true,true,false
CUST-0109,Lowe's - Lexington,Lowe's,14,branch,retail,retail,retail,West,NV,Clinton,A,273611.91,REP-015,true,2018-06-13,true,true,false
CUST-0110,Lowe's - Salem,Lowe's,14,branch,retail,retail,retail,South,AL,Fairview,A,1893200.65,REP-016,true,2020-08-19,true,true,false
CUST-0112,Ace Hardware - HQ,Ace Hardware,8,headquarters,retail,retail,retail,Midwest,IL,Oakland,A,6478275.97,REP-022,true,2018-03-15,true,true,false
CUST-0117,Ace Hardware - Georgetown,Ace Hardware,8,branch,retail,retail,retail,Northeast,CT,Georgetown,C,10309251.27,REP-015,true,2021-08-26,true,true,false
CUST-0125,True Value - Madison,True Value,6,branch,retail,retail,retail,South,FL,Salem,A,1362084.35,REP-004,true,2020-01-07,true,true,false
CUST-0126,Menards - HQ,Menards,5,headquarters,retail,retail,retail,West,NV,Madison,B,43524545.81,REP-001,true,2023-09-29,true,true,false
CUST-0132,Harbor Freight - Oakland,Harbor Freight,4,branch,retail,retail,retail,South,TX,Auburn,B,16093094.29,REP-024,true,2021-11-25,true,true,false
CUST-0152,Lockheed Martin - HQ,Lockheed Martin,3,headquarters,end_consumer,OEM,defense,West,WA,Riverside,A,3053646.28,REP-024,true,2018-05-23,true,false,true
CUST-0167,Emerson Electric - Newport Plant,Emerson Electric,2,plant,end_consumer,OEM,energy,West,OR,Riverside,C,20053047.5,REP-007,true,2024-05-29,true,false,true
CUST-0215,Vance Supply,null,null,independent,end_consumer,factory,food_processing,Midwest,IA,Clinton,A,72694727.26,REP-014,true,2019-03-12,false,false,true
CUST-0224,Flynn Industrial,null,null,independent,reseller,contractor,automotive,South,SC,Riverside,A,1696396.83,REP-018,true,2021-12-24,false,false,false
CUST-0257,Ortiz Fabrication,null,null,independent,reseller,OEM,food_processing,Northeast,PA,Fairview,B,266655015.96,REP-014,true,2024-04-30,false,false,false
CUST-0260,Sullivan Tool & Die,null,null,independent,end_consumer,factory,construction,West,CO,Chester,B,79680296.73,REP-014,true,2020-10-21,false,false,true
CUST-0261,Thornton Tool & Die,null,null,independent,reseller,factory,construction,Midwest,IN,Milton,D,815845.68,REP-012,true,2020-11-30,false,false,false
CUST-0264,Xavier Fabrication,null,null,independent,end_consumer,contractor,food_processing,Northeast,NH,Burlington,D,460123.03,REP-022,true,2020-05-24,false,false,true
CUST-0269,Crawford Fabrication,null,null,independent,end_consumer,contractor,food_processing,Northeast,NY,Chester,A,12571250.19,REP-008,true,2022-09-15,false,false,true
CUST-0283,Quincy Industrial,null,null,independent,end_consumer,OEM,general_manufacturing,Midwest,MO,Greenville,A,6235721.59,REP-013,true,2018-11-28,false,false,true
CUST-0291,Yoder Manufacturing,null,null,independent,end_consumer,factory,food_processing,West,CO,Auburn,B,20743221.33,REP-022,true,2023-11-27,false,false,true
CUST-0308,Prescott Supply,null,null,independent,reseller,OEM,automotive,Northeast,MA,Fairview,B,4064055.94,REP-018,true,2022-12-09,false,false,false
CUST-0320,Carter Tool & Die,null,null,independent,end_consumer,contractor,food_processing,Midwest,IA,Georgetown,B,41895092.42,REP-012,true,2023-05-21,false,false,true
CUST-0324,Graham Welding,null,null,independent,reseller,factory,automotive,Midwest,OH,Auburn,B,25297913.19,REP-011,true,2021-10-20,false,false,false
CUST-0325,Harris Manufacturing,null,null,independent,reseller,factory,automotive,South,TX,Manchester,A,51004104.5,REP-019,true,2024-10-12,false,false,false
CUST-0336,Spencer Machine Shop,null,null,independent,end_consumer,contractor,food_processing,Midwest,IA,Franklin,B,891537.41,REP-021,true,2024-04-23,false,false,true
CUST-0364,Yates Supply,null,null,independent,end_consumer,factory,general_manufacturing,Midwest,WI,Manchester,A,73807837.18,REP-003,true,2024-03-31,false,false,true
CUST-0004,Grainger - Bristol,Grainger,12,branch,reseller,OEM,automotive,Northeast,ME,Oakland,C,5239830.32,REP-023,true,2021-05-29,true,false,false
CUST-0011,Grainger - Georgetown,Grainger,12,branch,reseller,factory,energy,Midwest,IN,Chester,A,2237392.25,REP-022,true,2024-04-13,true,false,false
CUST-0024,Fastenal - Newport,Fastenal,15,branch,reseller,contractor,construction,West,UT,Georgetown,A,2994119.94,REP-014,true,2020-07-16,true,false,false
CUST-0064,Motion Industries - Auburn,Motion Industries,9,branch,reseller,factory,automotive,South,VA,Franklin,A,964336.16,REP-022,true,2018-02-09,true,false,false
CUST-0065,Motion Industries - Auburn,Motion Industries,9,branch,reseller,contractor,construction,South,LA,Auburn,A,1865769.43,REP-016,true,2019-07-02,true,false,false
CUST-0075,W.W. Grainger - Milton,W.W. Grainger,6,branch,reseller,contractor,general_manufacturing,Midwest,IN,Madison,A,569714.63,REP-023,true,2018-02-06,true,false,false
CUST-0081,The Home Depot - Lexington,The Home Depot,18,branch,retail,retail,retail,West,CA,Newport,A,3960350.24,REP-006,true,2022-12-14,true,true,false
CUST-0115,Ace Hardware - Springfield,Ace Hardware,8,branch,retail,retail,retail,Midwest,IN,Arlington,A,20238721.4,REP-018,true,2018-02-21,true,true,false
CUST-0175,Edwards Supply,null,null,independent,reseller,contractor,general_manufacturing,Northeast,NY,Bristol,A,25420963.73,REP-017,true,2024-03-15,false,false,false
CUST-0200,Ellis Supply,null,null,independent,end_consumer,factory,construction,Northeast,NY,Bristol,B,6097236.04,REP-021,false,2022-12-29,false,false,true
CUST-0234,Porter Welding,null,null,independent,reseller,factory,food_processing,South,TN,Milton,C,1337638.16,REP-010,true,2021-11-30,false,false,false
CUST-0259,Ross Welding,null,null,independent,reseller,contractor,food_processing,West,WA,Riverside,B,9899813.36,REP-021,true,2021-09-13,false,false,false
CUST-0279,Murphy Welding,null,null,independent,end_consumer,contractor,general_manufacturing,Northeast,PA,Chester,A,4850594.45,REP-005,false,2021-07-26,false,false,true
CUST-0284,Richardson Industrial,null,null,independent,reseller,contractor,automotive,Northeast,CT,Greenville,B,5609398.59,REP-011,true,2022-09-10,false,false,false
CUST-0295,Carpenter Welding,null,null,independent,reseller,contractor,construction,Midwest,OH,Salem,C,588116.31,REP-021,true,2020-11-05,false,false,false
CUST-0319,Baker Machine Shop,null,null,independent,end_consumer,OEM,construction,Northeast,PA,Newport,A,827984.3,REP-008,true,2024-02-26,false,false,true
CUST-0323,Fisher Manufacturing,null,null,independent,reseller,factory,automotive,Midwest,MO,Fairview,A,3914481,REP-006,true,2023-09-12,false,false,false
CUST-0332,Owens Manufacturing,null,null,independent,end_consumer,factory,food_processing,Midwest,OH,Manchester,B,23613070.02,REP-004,true,2022-09-26,false,false,true
CUST-0341,Young Machine Shop,null,null,independent,reseller,OEM,food_processing,Midwest,MI,Auburn,C,544819.31,REP-012,true,2019-10-24,false,false,false
CUST-0343,Abbott Welding,null,null,independent,reseller,contractor,general_manufacturing,West,OR,Riverside,C,2033658.83,REP-020,true,2019-04-27,false,false,false
CUST-0356,Nash Machine Shop,null,null,independent,end_consumer,OEM,food_processing,West,CA,Riverside,C,780049.23,REP-008,true,2024-05-30,false,false,true
CUST-0010,Grainger - Hudson,Grainger,12,branch,reseller,factory,construction,South,VA,Milton,B,29209976,REP-014,true,2020-05-18,true,false,false
CUST-0016,Fastenal - Salem,Fastenal,15,branch,reseller,contractor,energy,South,AL,Oakland,A,2137114.08,REP-012,true,2024-03-06,true,false,false
CUST-0025,Fastenal - Chester,Fastenal,15,branch,reseller,factory,energy,Midwest,OH,Chester,A,7025403.11,REP-023,false,2019-10-02,true,false,false
CUST-0032,MSC Industrial - Clinton,MSC Industrial,8,branch,reseller,OEM,energy,Midwest,IL,Milton,A,5435653.76,REP-024,true,2021-06-24,true,false,false
CUST-0049,Kaman Distribution - Clinton,Kaman Distribution,5,branch,reseller,OEM,energy,West,AZ,Newport,B,26593091.89,REP-003,false,2022-12-14,true,false,false
CUST-0054,Applied Industrial - Auburn,Applied Industrial,7,branch,reseller,OEM,general_manufacturing,West,NV,Hudson,A,2433843.13,REP-014,true,2020-02-26,true,false,false
CUST-0062,Motion Industries - Newport,Motion Industries,9,branch,reseller,contractor,energy,West,NV,Chester,C,3212639.21,REP-006,true,2024-08-17,true,false,false
CUST-0066,Motion Industries - Auburn,Motion Industries,9,branch,reseller,OEM,general_manufacturing,Midwest,OH,Bristol,A,1785789.88,REP-003,true,2021-09-19,true,false,false
CUST-0069,Lawson Products - Chester,Lawson Products,4,branch,reseller,contractor,construction,Northeast,ME,Salem,A,2499268.01,REP-020,true,2022-03-08,true,false,false
CUST-0079,W.W. Grainger - Georgetown,W.W. Grainger,6,branch,reseller,OEM,automotive,West,NV,Chester,A,72982634.56,REP-022,true,2020-09-08,true,false,false
CUST-0093,The Home Depot - Oakland,The Home Depot,18,branch,retail,retail,retail,Northeast,NH,Newport,B,3419746.81,REP-003,true,2021-01-16,true,true,false
CUST-0103,Lowe's - Arlington,Lowe's,14,branch,retail,retail,retail,Midwest,IN,Oakland,D,8655069.36,REP-013,true,2021-09-14,true,true,false
CUST-0131,Harbor Freight - HQ,Harbor Freight,4,headquarters,retail,retail,retail,West,WA,Georgetown,B,544287.17,REP-017,true,2024-01-05,true,true,false
CUST-0137,Northern Tool - Madison,Northern Tool,3,branch,retail,retail,retail,Midwest,MN,Springfield,D,2036963.69,REP-009,true,2021-03-28,true,true,false
CUST-0146,Caterpillar Inc. - Oakland Plant,Caterpillar Inc.,4,plant,end_consumer,factory,heavy_equipment,Northeast,NJ,Arlington,C,76626431.57,REP-018,true,2022-12-05,true,false,true
CUST-0150,General Electric - Arlington Plant,General Electric,3,plant,end_consumer,OEM,energy,Northeast,PA,Clinton,C,33585028.3,REP-023,true,2022-03-01,true,false,true
CUST-0159,3M Company - HQ,3M Company,2,headquarters,end_consumer,aerospace,general_manufacturing,South,NC,Oakland,B,28070627.63,REP-015,true,2021-06-26,true,false,true
CUST-0199,Dawson Fabrication,null,null,independent,end_consumer,contractor,general_manufacturing,Northeast,CT,Georgetown,D,3294861.4,REP-025,true,2024-05-16,false,false,true
CUST-0204,Ingram Tool & Die,null,null,independent,reseller,factory,construction,Northeast,PA,Georgetown,D,17945127.14,REP-021,true,2024-10-12,false,false,false
CUST-0211,Price Industrial,null,null,independent,reseller,factory,construction,South,AL,Auburn,C,81498115.17,REP-012,true,2020-02-28,false,false,false
CUST-0218,Zane Manufacturing,null,null,independent,reseller,contractor,general_manufacturing,South,VA,Newport,D,86413990.77,REP-002,true,2019-12-09,false,false,false
CUST-0229,Knox Fabrication,null,null,independent,reseller,factory,automotive,West,CO,Newport,A,2107174.21,REP-021,true,2018-06-21,false,false,false
CUST-0233,Osborne Welding,null,null,independent,end_consumer,contractor,food_processing,Midwest,OH,Chester,D,11331413,REP-007,true,2024-10-01,false,false,true
CUST-0236,Shaw Manufacturing,null,null,independent,reseller,OEM,general_manufacturing,Northeast,NJ,Milton,B,1072009.46,REP-011,true,2023-01-21,false,false,false
CUST-0243,Adams Supply,null,null,independent,end_consumer,OEM,construction,Midwest,IL,Chester,B,7431562.9,REP-006,true,2023-11-15,false,false,true
CUST-0245,Chapman Welding,null,null,independent,end_consumer,OEM,general_manufacturing,West,UT,Madison,A,7617866.21,REP-025,true,2018-06-27,false,false,true
CUST-0263,Wallace Manufacturing,null,null,independent,end_consumer,contractor,food_processing,Midwest,MN,Madison,B,4806725.34,REP-009,true,2019-01-18,false,false,true
CUST-0268,Baldwin Supply,null,null,independent,end_consumer,factory,food_processing,Midwest,MI,Manchester,A,940286.83,REP-004,true,2018-05-21,false,false,true
CUST-0275,Ingalls Manufacturing,null,null,independent,reseller,contractor,food_processing,South,SC,Madison,A,1769833.55,REP-011,true,2020-12-25,false,false,false
CUST-0290,Xiong Tool & Die,null,null,independent,reseller,contractor,construction,West,WA,Hudson,A,21269308.14,REP-013,false,2022-12-31,false,false,false
CUST-0313,Vargas Supply,null,null,independent,reseller,factory,construction,Northeast,NJ,Greenville,B,6435089.14,REP-007,true,2022-09-28,false,false,false
CUST-0328,Kelly Machine Shop,null,null,independent,end_consumer,factory,general_manufacturing,West,AZ,Hudson,B,253678777.54,REP-007,true,2019-10-25,false,false,true
CUST-0346,Dawson Fabrication,null,null,independent,end_consumer,factory,food_processing,South,NC,Arlington,A,1343623.2,REP-003,true,2020-06-19,false,false,true
CUST-0366,Archer Supply,null,null,independent,reseller,factory,automotive,Midwest,IN,Fairview,B,35875558.02,REP-015,true,2022-10-03,false,false,false
CUST-0006,Grainger - Madison,Grainger,12,branch,reseller,factory,energy,Midwest,OH,Greenville,A,23579522.01,REP-012,true,2019-02-06,true,false,false
CUST-0009,Grainger - Burlington,Grainger,12,branch,reseller,OEM,automotive,South,VA,Springfield,A,2424784.78,REP-004,true,2023-11-08,true,false,false
CUST-0063,Motion Industries - Hudson,Motion Industries,9,branch,reseller,OEM,construction,West,AZ,Riverside,A,2801925.03,REP-021,true,2022-10-10,true,false,false
CUST-0084,The Home Depot - Riverside,The Home Depot,18,branch,retail,retail,retail,Midwest,IN,Manchester,C,7797851.02,REP-020,true,2020-02-02,true,true,false
CUST-0086,The Home Depot - Bristol,The Home Depot,18,branch,retail,retail,retail,West,UT,Newport,A,34287000.5,REP-016,true,2019-10-10,true,true,false
CUST-0094,The Home Depot - Riverside,The Home Depot,18,branch,retail,retail,retail,Northeast,NY,Franklin,A,1883303.4,REP-010,true,2023-03-22,true,true,false
CUST-0113,Ace Hardware - Fairview,Ace Hardware,8,branch,retail,retail,retail,Midwest,IN,Milton,C,7692309.29,REP-020,true,2022-02-02,true,true,false
CUST-0127,Menards - Salem,Menards,5,branch,retail,retail,retail,South,VA,Madison,A,15696056.36,REP-014,true,2023-03-23,true,true,false
CUST-0142,The Boeing Company - Georgetown Plant,The Boeing Company,5,plant,end_consumer,OEM,aerospace,South,NC,Franklin,C,2547046.26,REP-011,true,2021-09-17,true,false,true
CUST-0155,John Deere - HQ,John Deere,4,headquarters,end_consumer,factory,heavy_equipment,Midwest,OH,Hudson,A,22414559.86,REP-016,true,2020-10-31,true,false,true
CUST-0156,John Deere - Auburn Plant,John Deere,4,plant,end_consumer,aerospace,heavy_equipment,Midwest,MI,Greenville,B,17291386.82,REP-016,true,2024-07-03,true,false,true
CUST-0196,Abbott Machine Shop,null,null,independent,reseller,OEM,general_manufacturing,West,CA,Greenville,A,15550113.22,REP-024,true,2024-09-13,false,false,false
CUST-0226,Hayes Welding,null,null,independent,reseller,factory,food_processing,Northeast,PA,Madison,A,20220198.11,REP-007,true,2023-11-22,false,false,false
CUST-0237,Travis Supply,null,null,independent,end_consumer,OEM,general_manufacturing,South,NC,Georgetown,A,1791581.57,REP-024,true,2024-08-20,false,false,true
CUST-0266,Zimmerman Fabrication,null,null,independent,reseller,OEM,automotive,South,AL,Georgetown,B,92085161.17,REP-008,false,2024-04-17,false,false,false
CUST-0272,Franklin Machine Shop,null,null,independent,reseller,contractor,food_processing,Northeast,NH,Madison,D,572293.38,REP-015,true,2024-04-21,false,false,false
CUST-0288,Valentine Tool & Die,null,null,independent,end_consumer,factory,food_processing,South,TX,Bristol,B,12965228.78,REP-012,true,2018-08-18,false,false,true
CUST-0310,Sinclair Supply,null,null,independent,reseller,OEM,automotive,South,SC,Auburn,A,14688325.48,REP-011,true,2021-04-09,false,false,false
CUST-0330,Mason Welding,null,null,independent,end_consumer,contractor,food_processing,Northeast,NJ,Oakland,A,4251101.83,REP-004,true,2019-03-20,false,false,true
CUST-0331,Nelson Welding,null,null,independent,reseller,OEM,automotive,Northeast,NY,Riverside,C,407525.2,REP-015,true,2020-02-05,false,false,false
CUST-0351,Ingram Fabrication,null,null,independent,reseller,contractor,construction,Northeast,CT,Clinton,D,3905477.45,REP-017,true,2024-10-17,false,false,false
CUST-0354,Logan Fabrication,null,null,independent,end_consumer,OEM,automotive,Northeast,MA,Salem,C,6448155.68,REP-018,true,2020-06-06,false,false,true
CUST-0034,MSC Industrial - Clinton,MSC Industrial,8,branch,reseller,contractor,automotive,South,NC,Springfield,B,2471003.68,REP-025,true,2020-12-16,true,false,false
CUST-0035,MSC Industrial - Hudson,MSC Industrial,8,branch,reseller,factory,automotive,West,CA,Greenville,C,3330990.75,REP-003,true,2020-04-15,true,false,false
CUST-0036,HD Supply - HQ,HD Supply,10,headquarters,reseller,factory,energy,South,LA,Arlington,B,4016176.38,REP-003,true,2020-07-24,true,false,false
CUST-0039,HD Supply - Milton,HD Supply,10,branch,reseller,OEM,energy,Northeast,NJ,Salem,A,1129918.75,REP-014,true,2018-02-22,true,false,false
CUST-0040,HD Supply - Riverside,HD Supply,10,branch,reseller,contractor,construction,Northeast,CT,Milton,B,11219276.71,REP-021,true,2020-03-05,true,false,false
CUST-0051,Applied Industrial - HQ,Applied Industrial,7,headquarters,reseller,contractor,automotive,South,TX,Franklin,B,3340161.65,REP-004,true,2021-11-13,true,false,false
CUST-0053,Applied Industrial - Hudson,Applied Industrial,7,branch,reseller,OEM,construction,Northeast,NH,Franklin,B,31638205.36,REP-024,true,2023-04-20,true,false,false
CUST-0082,The Home Depot - Burlington,The Home Depot,18,branch,retail,retail,retail,Northeast,NY,Salem,C,12884026.57,REP-007,true,2020-10-14,true,true,false
CUST-0083,The Home Depot - Greenville,The Home Depot,18,branch,retail,retail,retail,West,NV,Newport,A,25655652.13,REP-002,true,2024-05-17,true,true,false
CUST-0097,The Home Depot - Springfield,The Home Depot,18,branch,retail,retail,retail,West,OR,Greenville,B,1865651.58,REP-023,true,2021-08-03,true,true,false
CUST-0136,Northern Tool - Lexington,Northern Tool,3,branch,retail,retail,retail,South,SC,Franklin,A,13495459.75,REP-005,true,2020-04-10,true,true,false
CUST-0145,Caterpillar Inc. - HQ,Caterpillar Inc.,4,headquarters,end_consumer,factory,heavy_equipment,West,NV,Clinton,A,1768482.16,REP-016,true,2019-03-25,true,false,true
CUST-0165,Parker Hannifin - Manchester Plant,Parker Hannifin,2,plant,end_consumer,automotive,general_manufacturing,Midwest,IN,Greenville,A,4025354.52,REP-018,true,2023-12-28,true,false,true
CUST-0195,Zimmerman Supply,null,null,independent,end_consumer,contractor,food_processing,West,WA,Hudson,C,7472585.99,REP-015,true,2024-08-23,false,false,true
CUST-0209,Nash Tool & Die,null,null,independent,end_consumer,OEM,general_manufacturing,South,AL,Bristol,A,15352697.26,REP-024,true,2020-08-28,false,false,true
CUST-0242,Zeller Tool & Die,null,null,independent,end_consumer,contractor,general_manufacturing,Northeast,NH,Chester,C,6545754.36,REP-012,true,2018-04-26,false,false,true
CUST-0246,Dixon Supply,null,null,independent,reseller,OEM,construction,South,AL,Franklin,C,7771854.72,REP-008,false,2021-04-15,false,false,false
CUST-0271,Everett Welding,null,null,independent,reseller,factory,automotive,South,LA,Clinton,A,24588414.31,REP-001,true,2022-09-01,false,false,false
CUST-0274,Hampton Welding,null,null,independent,end_consumer,factory,construction,South,AL,Georgetown,A,2744831.39,REP-018,true,2022-10-04,false,false,true
CUST-0294,Blackwell Machine Shop,null,null,independent,end_consumer,factory,general_manufacturing,Midwest,OH,Springfield,A,28072498.11,REP-023,true,2021-10-15,false,false,true
CUST-0304,Larson Fabrication,null,null,independent,reseller,factory,automotive,Northeast,NJ,Hudson,B,16742040.83,REP-009,true,2024-08-09,false,false,false
CUST-0335,Reynolds Industrial,null,null,independent,end_consumer,contractor,food_processing,Northeast,NJ,Hudson,A,5219718.57,REP-020,true,2018-09-23,false,false,true
CUST-0353,King Industrial,null,null,independent,reseller,factory,automotive,South,TX,Burlington,D,10698456.34,REP-017,true,2022-05-20,false,false,false
CUST-0359,Reed Manufacturing,null,null,independent,reseller,contractor,automotive,Midwest,IA,Milton,C,9521730.9,REP-021,false,2020-05-27,false,false,false
CUST-0017,Fastenal - Auburn,Fastenal,15,branch,reseller,OEM,construction,Midwest,IA,Milton,A,1015521.89,REP-001,true,2023-03-12,true,false,false
CUST-0019,Fastenal - Madison,Fastenal,15,branch,reseller,contractor,general_manufacturing,Midwest,MN,Clinton,A,1493832.34,REP-020,true,2019-03-03,true,false,false
CUST-0026,Fastenal - Manchester,Fastenal,15,branch,reseller,contractor,construction,Northeast,PA,Oakland,D,11511785.29,REP-003,true,2023-02-15,true,false,false
CUST-0028,MSC Industrial - HQ,MSC Industrial,8,headquarters,reseller,OEM,automotive,Midwest,MI,Springfield,A,105729224.54,REP-024,true,2024-02-08,true,false,false
CUST-0033,MSC Industrial - Chester,MSC Industrial,8,branch,reseller,factory,general_manufacturing,South,GA,Chester,A,12784514.44,REP-024,true,2023-10-03,true,false,false
CUST-0038,HD Supply - Arlington,HD Supply,10,branch,reseller,OEM,construction,Northeast,CT,Milton,A,118811227.33,REP-008,true,2020-02-15,true,false,false
CUST-0043,HD Supply - Greenville,HD Supply,10,branch,reseller,factory,energy,Northeast,NH,Riverside,C,1680083.37,REP-009,true,2023-06-29,true,false,false
CUST-0046,Kaman Distribution - HQ,Kaman Distribution,5,headquarters,reseller,factory,general_manufacturing,South,NC,Auburn,A,1831511.67,REP-009,true,2023-06-05,true,false,false
CUST-0077,W.W. Grainger - Oakland,W.W. Grainger,6,branch,reseller,contractor,energy,West,OR,Fairview,B,854748.43,REP-019,true,2020-08-27,true,false,false
CUST-0078,W.W. Grainger - Greenville,W.W. Grainger,6,branch,reseller,factory,construction,Northeast,NH,Manchester,A,3164297.33,REP-011,false,2023-09-22,true,false,false
CUST-0105,Lowe's - Georgetown,Lowe's,14,branch,retail,retail,retail,South,VA,Greenville,A,1232745.91,REP-008,true,2020-03-17,true,true,false
CUST-0118,Ace Hardware - Newport,Ace Hardware,8,branch,retail,retail,retail,Midwest,OH,Arlington,C,9040065.13,REP-020,true,2021-10-24,true,true,false
CUST-0148,Caterpillar Inc. - Burlington Plant,Caterpillar Inc.,4,plant,end_consumer,OEM,heavy_equipment,Midwest,WI,Bristol,B,9954845.07,REP-014,true,2019-04-02,true,false,true
CUST-0203,Howard Industrial,null,null,independent,end_consumer,factory,general_manufacturing,South,SC,Chester,A,7380013.74,REP-014,true,2021-05-15,false,false,true
CUST-0276,Joyce Industrial,null,null,independent,end_consumer,contractor,construction,Midwest,MO,Manchester,A,11083670.93,REP-024,false,2019-05-06,false,false,true
CUST-0278,Livingston Welding,null,null,independent,reseller,factory,construction,South,TX,Auburn,C,48326308.1,REP-019,true,2021-09-23,false,false,false
CUST-0282,Patterson Manufacturing,null,null,independent,end_consumer,factory,general_manufacturing,South,NC,Springfield,B,1911132.64,REP-022,true,2023-06-26,false,false,true
CUST-0285,Simmons Machine Shop,null,null,independent,reseller,factory,automotive,West,CA,Oakland,A,18494848.41,REP-001,true,2023-03-27,false,false,false
CUST-0300,Harrison Tool & Die,null,null,independent,end_consumer,OEM,automotive,Northeast,CT,Clinton,C,32809680.12,REP-020,true,2021-05-17,false,false,true
CUST-0314,Wellington Supply,null,null,independent,end_consumer,factory,general_manufacturing,Midwest,WI,Salem,B,4482832.71,REP-025,true,2020-05-29,false,false,true
CUST-0322,Edwards Manufacturing,null,null,independent,reseller,factory,automotive,Northeast,NH,Riverside,C,16594007.97,REP-013,true,2018-03-08,false,false,false
CUST-0337,Turner Machine Shop,null,null,independent,end_consumer,OEM,general_manufacturing,Northeast,MA,Oakland,C,469175.23,REP-011,true,2018-01-16,false,false,true
CUST-0352,Jordan Fabrication,null,null,independent,reseller,contractor,automotive,West,CA,Riverside,B,87098539.98,REP-016,true,2022-08-20,false,false,false
CUST-0358,Price Machine Shop,null,null,independent,reseller,factory,food_processing,Northeast,PA,Fairview,C,389437.07,REP-023,true,2018-08-04,false,false,false
CUST-0365,Zane Fabrication,null,null,independent,reseller,factory,general_manufacturing,South,AL,Bristol,A,1207043,REP-023,true,2020-01-25,false,false,false
CUST-0060,Motion Industries - Greenville,Motion Industries,9,branch,reseller,OEM,construction,Northeast,MA,Newport,C,19679677.42,REP-003,true,2021-02-07,true,false,false
